G_Date,G_Q,G_cd,L_Date,L_Q,L_cd ,VG_Date,VG_Q,VG_cd,WOB_Date,WOB_Q,WOB_cd
1/21/2023,13.1,A ,5/27/2023,1690,A ,6/8/2023,1030,A ,1/24/2023,43.6,A 
1/21/2023,13.1,A ,5/27/2023,1690,A ,6/8/2023,1040,A ,1/24/2023,42.4,A 
1/21/2023,12.7,A ,5/27/2023,1690,A ,6/8/2023,1040,A ,1/24/2023,42.4,A 
1/21/2023,12.7,A ,5/27/2023,1670,A ,6/8/2023,1040,A ,1/24/2023,41.2,A 
1/21/2023,12.7,A ,5/27/2023,1670,A ,6/8/2023,1040,A ,1/24/2023,41.2,A 
1/21/2023,12.7,A ,5/27/2023,1670,A ,6/8/2023,1050,A ,1/24/2023,40,A 
1/21/2023,12.7,A ,5/27/2023,1670,A ,6/8/2023,1040,A ,1/24/2023,38.8,A 
1/21/2023,12.4,A ,5/27/2023,1670,A ,6/8/2023,1050,A ,1/24/2023,38.8,A 
1/21/2023,12.4,A ,5/27/2023,1660,A ,6/8/2023,1050,A ,1/24/2023,38.8,A 
1/21/2023,12.4,A ,5/27/2023,1660,A ,6/8/2023,1050,A ,1/24/2023,37.7,A 
1/21/2023,12.4,A ,5/27/2023,1660,A ,6/8/2023,1050,A ,1/24/2023,37.7,A 
1/21/2023,12.1,A ,5/27/2023,1670,A ,6/8/2023,1050,A ,1/24/2023,36.5,A 
1/21/2023,12.1,A ,5/27/2023,1660,A ,6/8/2023,1050,A ,1/24/2023,36.5,A 
1/21/2023,12.1,A ,5/27/2023,1650,A ,6/8/2023,1050,A ,1/24/2023,35.4,A 
1/21/2023,11.8,A ,5/27/2023,1650,A ,6/8/2023,1060,A ,1/24/2023,35.4,A 
1/21/2023,11.8,A ,5/27/2023,1650,A ,6/8/2023,1060,A ,1/24/2023,34.3,A 
1/21/2023,11.8,A ,5/27/2023,1650,A ,6/8/2023,1060,A ,1/24/2023,32.3,A:e 
1/21/2023,11.5,A ,5/27/2023,1630,A ,6/8/2023,1070,A ,1/24/2023,30.3,A:e 
1/21/2023,11.5,A ,5/27/2023,1630,A ,6/8/2023,1070,A ,1/24/2023,30,A 
1/21/2023,11.5,A ,5/27/2023,1610,A ,6/8/2023,1070,A ,1/24/2023,30,A 
1/21/2023,11.5,A ,5/27/2023,1610,A ,6/9/2023,1070,A ,1/24/2023,29,A 
1/21/2023,11.2,A ,5/27/2023,1610,A ,6/9/2023,1080,A ,1/24/2023,29,A 
1/21/2023,11.2,A ,5/27/2023,1620,A ,6/9/2023,1080,A ,1/24/2023,29,A 
1/21/2023,11.2,A ,5/27/2023,1620,A ,6/9/2023,1080,A ,1/24/2023,28,A 
1/21/2023,11.2,A ,5/27/2023,1630,A ,6/9/2023,1080,A ,1/24/2023,28,A 
1/21/2023,11.2,A ,5/27/2023,1620,A ,6/9/2023,1080,A ,1/24/2023,28,A 
1/21/2023,10.9,A ,5/27/2023,1610,A ,6/9/2023,1080,A ,1/24/2023,28,A 
1/21/2023,10.9,A ,5/27/2023,1620,A ,6/9/2023,1080,A ,1/24/2023,28,A 
1/21/2023,10.9,A ,5/27/2023,1610,A ,6/9/2023,1080,A ,1/24/2023,27,A 
1/21/2023,10.9,A ,5/27/2023,1630,A ,6/9/2023,1090,A ,1/24/2023,28,A 
1/21/2023,10.6,A ,5/27/2023,1630,A ,6/9/2023,1080,A ,1/24/2023,27,A 
1/21/2023,10.6,A ,5/27/2023,1630,A ,6/9/2023,1090,A ,1/24/2023,27,A 
1/21/2023,10.6,A ,5/27/2023,1630,A ,6/9/2023,1090,A ,1/24/2023,27,A 
1/21/2023,10.6,A ,5/27/2023,1630,A ,6/9/2023,1090,A ,1/24/2023,27,A 
1/21/2023,10.3,A ,5/27/2023,1640,A ,6/9/2023,1090,A ,1/24/2023,26,A 
1/21/2023,10.3,A ,5/27/2023,1640,A ,6/9/2023,1100,A ,1/24/2023,26,A 
1/21/2023,10.3,A ,5/27/2023,1650,A ,6/9/2023,1100,A ,1/24/2023,26,A 
1/21/2023,10.3,A ,5/27/2023,1660,A ,6/9/2023,1100,A ,1/24/2023,26,A 
1/21/2023,10,A ,5/27/2023,1650,A ,6/9/2023,1100,A ,1/24/2023,26,A 
1/21/2023,10,A ,5/27/2023,1650,A ,6/9/2023,1100,A ,1/24/2023,26,A 
1/21/2023,10,A ,5/27/2023,1640,A ,6/9/2023,1100,A ,1/24/2023,26,A 
1/21/2023,10,A ,5/27/2023,1640,A ,6/9/2023,1100,A ,1/24/2023,25.1,A 
1/21/2023,10,A ,5/27/2023,1650,A ,6/9/2023,1100,A ,1/24/2023,25.1,A 
1/21/2023,10,A ,5/27/2023,1650,A ,6/9/2023,1100,A ,1/24/2023,25.1,A 
1/21/2023,9.74,A ,5/27/2023,1650,A ,6/9/2023,1100,A ,1/24/2023,25.1,A 
1/21/2023,9.74,A ,5/27/2023,1650,A ,6/9/2023,1100,A ,1/25/2023,25.1,A 
1/21/2023,9.74,A ,5/27/2023,1670,A ,6/9/2023,1100,A ,1/25/2023,25.1,A 
1/21/2023,9.74,A ,5/27/2023,1670,A ,6/9/2023,1100,A ,1/25/2023,25.1,A 
1/21/2023,9.48,A ,5/27/2023,1680,A ,6/9/2023,1100,A ,1/25/2023,25.1,A 
1/21/2023,9.48,A ,5/27/2023,1670,A ,6/9/2023,1100,A ,1/25/2023,26.1,A 
1/21/2023,9.48,A ,5/27/2023,1670,A ,6/9/2023,1100,A ,1/25/2023,27,A 
1/21/2023,9.48,A ,5/27/2023,1670,A ,6/9/2023,1110,A ,1/25/2023,28,A 
1/21/2023,9.48,A ,5/27/2023,1670,A ,6/9/2023,1100,A ,1/25/2023,28,A 
1/21/2023,9.48,A ,5/27/2023,1680,A ,6/9/2023,1100,A ,1/25/2023,30.1,A 
1/21/2023,9.21,A ,5/27/2023,1690,A ,6/9/2023,1120,A ,1/25/2023,31.1,A 
1/21/2023,9.21,A ,5/27/2023,1690,A ,6/9/2023,1110,A ,1/25/2023,32.2,A 
1/22/2023,9.21,A ,5/27/2023,1690,A ,6/9/2023,1110,A ,1/25/2023,60.4,A:e 
1/22/2023,9.21,A ,5/27/2023,1700,A ,6/9/2023,1110,A ,1/25/2023,74.5,A 
1/22/2023,9.21,A ,5/28/2023,1700,A ,6/9/2023,1120,A ,1/25/2023,79.3,A 
1/22/2023,9.21,A ,5/28/2023,1700,A ,6/9/2023,1120,A ,1/25/2023,82.5,A 
1/22/2023,9.21,A ,5/28/2023,1690,A ,6/9/2023,1120,A ,1/25/2023,87.4,A 
1/22/2023,8.96,A ,5/28/2023,1690,A ,6/9/2023,1120,A ,1/25/2023,90.8,A 
1/22/2023,8.96,A ,5/28/2023,1680,A ,6/9/2023,1120,A ,1/25/2023,95.8,A 
1/22/2023,8.96,A ,5/28/2023,1690,A ,6/9/2023,1120,A ,1/25/2023,99.3,A 
1/22/2023,8.96,A ,5/28/2023,1690,A ,6/9/2023,1120,A ,1/25/2023,103,A 
1/22/2023,8.96,A ,5/28/2023,1690,A ,6/9/2023,1120,A ,1/25/2023,106,A 
1/22/2023,8.96,A ,5/28/2023,1690,A ,6/9/2023,1120,A ,1/25/2023,106,A 
1/22/2023,8.71,A ,5/28/2023,1670,A ,6/9/2023,1130,A ,1/25/2023,112,A 
1/22/2023,8.71,A ,5/28/2023,1670,A ,6/9/2023,1120,A ,1/25/2023,110,A 
1/22/2023,8.71,A ,5/28/2023,1670,A ,6/9/2023,1120,A ,1/25/2023,112,A 
1/22/2023,8.71,A ,5/28/2023,1670,A ,6/9/2023,1130,A ,1/25/2023,115,A 
1/22/2023,8.71,A ,5/28/2023,1660,A ,6/9/2023,1130,A ,1/25/2023,117,A 
1/22/2023,8.71,A ,5/28/2023,1660,A ,6/9/2023,1140,A ,1/25/2023,121,A 
1/22/2023,8.46,A ,5/28/2023,1670,A ,6/9/2023,1130,A ,1/25/2023,123,A 
1/22/2023,8.46,A ,5/28/2023,1660,A ,6/9/2023,1140,A ,1/25/2023,126,A 
1/22/2023,8.46,A ,5/28/2023,1660,A ,6/9/2023,1140,A ,1/25/2023,126,A 
1/22/2023,8.46,A ,5/28/2023,1660,A ,6/9/2023,1140,A ,1/25/2023,128,A 
1/22/2023,8.46,A ,5/28/2023,1660,A ,6/9/2023,1140,A ,1/25/2023,128,A 
1/22/2023,8.46,A ,5/28/2023,1670,A ,6/9/2023,1140,A ,1/25/2023,130,A 
1/22/2023,8.46,A ,5/28/2023,1660,A ,6/9/2023,1140,A ,1/25/2023,130,A 
1/22/2023,8.46,A ,5/28/2023,1670,A ,6/9/2023,1140,A ,1/25/2023,134,A 
1/22/2023,8.46,A ,5/28/2023,1640,A ,6/9/2023,1160,A ,1/25/2023,136,A 
1/22/2023,8.22,A ,5/28/2023,1670,A ,6/9/2023,1160,A ,1/25/2023,138,A 
1/22/2023,8.22,A ,5/28/2023,1660,A ,6/9/2023,1160,A ,1/25/2023,138,A 
1/22/2023,8.22,A ,5/28/2023,1640,A ,6/9/2023,1160,A ,1/25/2023,138,A 
1/22/2023,8.22,A ,5/28/2023,1640,A ,6/9/2023,1160,A ,1/25/2023,140,A 
1/22/2023,8.22,A ,5/28/2023,1640,A ,6/9/2023,1170,A ,1/25/2023,140,A 
1/22/2023,8.22,A ,5/28/2023,1640,A ,6/9/2023,1170,A ,1/25/2023,140,A 
1/22/2023,8.22,A ,5/28/2023,1640,A ,6/9/2023,1180,A ,1/25/2023,138,A 
1/22/2023,7.99,A ,5/28/2023,1640,A ,6/9/2023,1160,A ,1/25/2023,138,A 
1/22/2023,8.22,A ,5/28/2023,1640,A ,6/9/2023,1180,A ,1/25/2023,134,A 
1/22/2023,7.99,A ,5/28/2023,1630,A ,6/9/2023,1180,A ,1/25/2023,132,A 
1/22/2023,7.99,A ,5/28/2023,1630,A ,6/9/2023,1180,A ,1/25/2023,130,A 
1/22/2023,7.99,A ,5/28/2023,1610,A ,6/9/2023,1180,A ,1/25/2023,130,A 
1/22/2023,7.99,A ,5/28/2023,1600,A ,6/9/2023,1180,A ,1/25/2023,124,A 
1/22/2023,7.99,A ,5/28/2023,1600,A ,6/9/2023,1190,A ,1/25/2023,117,A:e 
1/22/2023,7.99,A ,5/28/2023,1590,A ,6/9/2023,1190,A ,1/25/2023,110,A 
1/22/2023,7.99,A ,5/28/2023,1590,A ,6/9/2023,1190,A ,1/25/2023,109,A 
1/22/2023,7.99,A ,5/28/2023,1580,A ,6/9/2023,1190,A ,1/25/2023,107,A 
1/22/2023,7.99,A ,5/28/2023,1600,A ,6/9/2023,1190,A ,1/25/2023,106,A 
1/22/2023,7.99,A ,5/28/2023,1600,A ,6/9/2023,1190,A ,1/25/2023,102,A 
1/22/2023,7.99,A ,5/28/2023,1580,A ,6/9/2023,1200,A ,1/25/2023,102,A 
1/22/2023,7.99,A ,5/28/2023,1600,A ,6/9/2023,1200,A ,1/25/2023,101,A 
1/22/2023,7.76,A ,5/28/2023,1600,A ,6/9/2023,1200,A ,1/25/2023,99.2,A 
1/22/2023,7.76,A ,5/28/2023,1590,A ,6/9/2023,1200,A ,1/25/2023,97.7,A 
1/22/2023,7.76,A ,5/28/2023,1580,A ,6/9/2023,1210,A ,1/25/2023,96.1,A 
1/22/2023,7.76,A ,5/28/2023,1590,A ,6/9/2023,1200,A ,1/25/2023,94.6,A 
1/22/2023,7.76,A ,5/28/2023,1570,A ,6/9/2023,1210,A ,1/25/2023,91.6,A 
1/22/2023,7.76,A ,5/28/2023,1590,A ,6/9/2023,1210,A ,1/25/2023,91.6,A 
1/22/2023,7.76,A ,5/28/2023,1580,A ,6/9/2023,1210,A ,1/25/2023,90.1,A 
1/22/2023,7.76,A ,5/28/2023,1570,A ,6/9/2023,1210,A ,1/25/2023,90.1,A 
1/22/2023,7.53,A ,5/28/2023,1570,A ,6/9/2023,1210,A ,1/25/2023,90.1,A 
1/22/2023,7.53,A ,5/28/2023,1570,A ,6/9/2023,1220,A ,1/25/2023,90.1,A 
1/22/2023,7.53,A ,5/28/2023,1570,A ,6/9/2023,1220,A ,1/25/2023,87.2,A 
1/22/2023,7.53,A ,5/28/2023,1560,A ,6/9/2023,1220,A ,1/25/2023,87.2,A 
1/22/2023,7.53,A ,5/28/2023,1560,A ,6/9/2023,1220,A ,1/25/2023,88.7,A 
1/22/2023,7.53,A ,5/28/2023,1560,A ,6/10/2023,1220,A ,1/25/2023,88.7,A 
1/22/2023,7.53,A ,5/28/2023,1570,A ,6/10/2023,1220,A ,1/25/2023,85.7,A 
1/22/2023,7.53,A ,5/28/2023,1570,A ,6/10/2023,1220,A ,1/25/2023,87.2,A 
1/22/2023,7.53,A ,5/28/2023,1560,A ,6/10/2023,1220,A ,1/25/2023,85.7,A 
1/22/2023,7.53,A ,5/28/2023,1570,A ,6/10/2023,1220,A ,1/25/2023,84.3,A 
1/22/2023,7.53,A ,5/28/2023,1570,A ,6/10/2023,1220,A ,1/25/2023,84.3,A 
1/22/2023,7.31,A ,5/28/2023,1570,A ,6/10/2023,1220,A ,1/25/2023,82.9,A 
1/22/2023,7.31,A ,5/28/2023,1570,A ,6/10/2023,1220,A ,1/25/2023,82.9,A 
1/22/2023,7.31,A ,5/28/2023,1570,A ,6/10/2023,1220,A ,1/25/2023,82.9,A 
1/22/2023,7.31,A ,5/28/2023,1580,A ,6/10/2023,1220,A ,1/26/2023,81.5,A 
1/22/2023,7.31,A ,5/28/2023,1580,A ,6/10/2023,1230,A ,1/26/2023,81.5,A 
1/22/2023,7.31,A ,5/28/2023,1580,A ,6/10/2023,1220,A ,1/26/2023,81.5,A 
1/22/2023,7.31,A ,5/28/2023,1600,A ,6/10/2023,1230,A ,1/26/2023,81.5,A 
1/22/2023,7.31,A ,5/28/2023,1600,A ,6/10/2023,1230,A ,1/26/2023,80,A 
1/22/2023,7.31,A ,5/28/2023,1610,A ,6/10/2023,1220,A ,1/26/2023,78.7,A 
1/22/2023,7.31,A ,5/28/2023,1620,A ,6/10/2023,1230,A ,1/26/2023,78.7,A 
1/22/2023,7.31,A ,5/28/2023,1630,A ,6/10/2023,1230,A ,1/26/2023,78.7,A 
1/22/2023,7.31,A ,5/28/2023,1640,A ,6/10/2023,1230,A ,1/26/2023,78.7,A 
1/22/2023,7.1,A ,5/28/2023,1630,A ,6/10/2023,1230,A ,1/26/2023,77.3,A 
1/22/2023,7.1,A ,5/28/2023,1610,A ,6/10/2023,1230,A ,1/26/2023,77.3,A 
1/22/2023,7.1,A ,5/28/2023,1620,A ,6/10/2023,1230,A ,1/26/2023,77.3,A 
1/22/2023,7.1,A ,5/28/2023,1630,A ,6/10/2023,1230,A ,1/26/2023,75.9,A 
1/22/2023,7.1,A ,5/28/2023,1640,A ,6/10/2023,1240,A ,1/26/2023,75.9,A 
1/22/2023,7.1,A ,5/28/2023,1630,A ,6/10/2023,1240,A ,1/26/2023,75.9,A 
1/22/2023,7.1,A ,5/28/2023,1630,A ,6/10/2023,1240,A ,1/26/2023,74.5,A 
1/22/2023,7.1,A ,5/28/2023,1650,A ,6/10/2023,1220,A ,1/26/2023,74.5,A:e 
1/22/2023,7.1,A ,5/28/2023,1660,A ,6/10/2023,1240,A ,1/26/2023,74.5,A 
1/22/2023,7.1,A ,5/28/2023,1680,A ,6/10/2023,1240,A ,1/26/2023,73.2,A 
1/22/2023,6.89,A ,5/28/2023,1690,A ,6/10/2023,1240,A ,1/26/2023,73.2,A 
1/22/2023,6.89,A ,5/28/2023,1680,A ,6/10/2023,1240,A ,1/26/2023,73.2,A 
1/22/2023,6.89,A ,5/28/2023,1680,A ,6/10/2023,1240,A ,1/26/2023,71.8,A 
1/22/2023,6.89,A ,5/28/2023,1670,A ,6/10/2023,1240,A ,1/26/2023,71.8,A 
1/22/2023,6.89,A ,5/28/2023,1690,A ,6/10/2023,1240,A ,1/26/2023,71.8,A 
1/22/2023,6.89,A ,5/28/2023,1700,A ,6/10/2023,1240,A ,1/26/2023,70.5,A 
1/22/2023,7.1,A ,5/28/2023,1700,A ,6/10/2023,1240,A ,1/26/2023,71.8,A 
1/22/2023,7.1,A ,5/28/2023,1690,A ,6/10/2023,1240,A ,1/26/2023,69.2,A 
1/23/2023,7.1,A ,5/28/2023,1680,A ,6/10/2023,1240,A ,1/26/2023,69.2,A 
1/23/2023,7.1,A ,5/28/2023,1690,A ,6/10/2023,1240,A ,1/26/2023,69.2,A 
1/23/2023,7.1,A ,5/29/2023,1680,A ,6/10/2023,1240,A ,1/26/2023,69.2,A 
1/23/2023,7.31,A ,5/29/2023,1680,A ,6/10/2023,1240,A ,1/26/2023,67.9,A 
1/23/2023,7.31,A ,5/29/2023,1700,A ,6/10/2023,1240,A ,1/26/2023,69.2,A 
1/23/2023,7.31,A ,5/29/2023,1700,A ,6/10/2023,1250,A ,1/26/2023,65.3,A 
1/23/2023,7.31,A ,5/29/2023,1680,A ,6/10/2023,1260,A ,1/26/2023,66.6,A 
1/23/2023,7.53,A ,5/29/2023,1670,A ,6/10/2023,1260,A ,1/26/2023,66.6,A 
1/23/2023,7.53,A ,5/29/2023,1690,A ,6/10/2023,1260,A ,1/26/2023,66.6,A 
1/23/2023,7.76,A ,5/29/2023,1680,A ,6/10/2023,1250,A ,1/26/2023,66.6,A 
1/23/2023,7.76,A ,5/29/2023,1680,A ,6/10/2023,1260,A ,1/26/2023,65.3,A 
1/23/2023,7.99,A ,5/29/2023,1670,A ,6/10/2023,1260,A ,1/26/2023,65.3,A 
1/23/2023,7.99,A ,5/29/2023,1670,A ,6/10/2023,1270,A ,1/26/2023,65.3,A 
1/23/2023,8.22,A ,5/29/2023,1670,A ,6/10/2023,1270,A ,1/26/2023,64.1,A 
1/23/2023,8.46,A ,5/29/2023,1670,A ,6/10/2023,1260,A ,1/26/2023,65.3,A 
1/23/2023,8.46,A ,5/29/2023,1680,A ,6/10/2023,1270,A ,1/26/2023,64.1,A 
1/23/2023,8.71,A ,5/29/2023,1670,A ,6/10/2023,1270,A ,1/26/2023,64.1,A 
1/23/2023,8.71,A ,5/29/2023,1670,A ,6/10/2023,1270,A ,1/26/2023,64.1,A 
1/23/2023,8.71,A ,5/29/2023,1650,A ,6/10/2023,1270,A ,1/26/2023,64.1,A 
1/23/2023,8.71,A ,5/29/2023,1650,A ,6/10/2023,1270,A ,1/26/2023,62.8,A 
1/23/2023,8.96,A ,5/29/2023,1660,A ,6/10/2023,1280,A ,1/26/2023,62.8,A 
1/23/2023,8.96,A ,5/29/2023,1640,A ,6/10/2023,1270,A ,1/26/2023,62.8,A 
1/23/2023,8.96,A ,5/29/2023,1640,A ,6/10/2023,1280,A ,1/26/2023,61.6,A 
1/23/2023,9.21,A ,5/29/2023,1640,A ,6/10/2023,1290,A ,1/26/2023,62.8,A 
1/23/2023,9.48,A ,5/29/2023,1640,A ,6/10/2023,1290,A ,1/26/2023,60.3,A 
1/23/2023,9.74,A ,5/29/2023,1620,A ,6/10/2023,1290,A ,1/26/2023,61.6,A 
1/23/2023,10.3,A ,5/29/2023,1620,A ,6/10/2023,1290,A ,1/26/2023,61.6,A 
1/23/2023,10.9,A ,5/29/2023,1630,A ,6/10/2023,1290,A ,1/26/2023,61.6,A 
1/23/2023,11.5,A ,5/29/2023,1610,A ,6/10/2023,1290,A ,1/26/2023,61.6,A 
1/23/2023,12.1,A ,5/29/2023,1610,A ,6/10/2023,1290,A ,1/26/2023,60.3,A 
1/23/2023,12.7,A ,5/29/2023,1620,A ,6/10/2023,1290,A ,1/26/2023,61.6,A 
1/23/2023,13.1,A ,5/29/2023,1610,A ,6/10/2023,1290,A ,1/26/2023,59.1,A 
1/23/2023,13.8,A ,5/29/2023,1600,A ,6/10/2023,1300,A ,1/26/2023,61.6,A 
1/23/2023,14.1,A ,5/29/2023,1570,A ,6/10/2023,1300,A ,1/26/2023,60.3,A 
1/23/2023,14.5,A ,5/29/2023,1590,A ,6/10/2023,1300,A ,1/26/2023,59.1,A 
1/23/2023,14.9,A ,5/29/2023,1590,A ,6/10/2023,1310,A ,1/26/2023,59.1,A 
1/23/2023,14.9,A ,5/29/2023,1570,A ,6/10/2023,1310,A ,1/26/2023,59.1,A 
1/23/2023,14.9,A ,5/29/2023,1570,A ,6/10/2023,1310,A ,1/26/2023,59.1,A 
1/23/2023,14.5,A ,5/29/2023,1570,A ,6/10/2023,1310,A ,1/26/2023,57.9,A 
1/23/2023,14.5,A ,5/29/2023,1560,A ,6/10/2023,1310,A ,1/26/2023,57.9,A 
1/23/2023,14.5,A ,5/29/2023,1540,A ,6/10/2023,1310,A ,1/26/2023,57.9,A 
1/23/2023,14.1,A ,5/29/2023,1540,A ,6/10/2023,1310,A ,1/26/2023,57.9,A 
1/23/2023,14.1,A ,5/29/2023,1550,A ,6/10/2023,1310,A ,1/26/2023,57.9,A 
1/23/2023,14.1,A ,5/29/2023,1540,A ,6/10/2023,1310,A ,1/26/2023,57.9,A 
1/23/2023,13.8,A ,5/29/2023,1530,A ,6/10/2023,1310,A ,1/26/2023,57.9,A 
1/23/2023,14.1,A ,5/29/2023,1530,A ,6/10/2023,1320,A ,1/26/2023,56.7,A 
1/23/2023,14.1,A ,5/29/2023,1550,A ,6/10/2023,1330,A ,1/26/2023,56.7,A 
1/23/2023,14.5,A ,5/29/2023,1530,A ,6/10/2023,1320,A ,1/26/2023,56.7,A 
1/23/2023,14.9,A ,5/29/2023,1540,A ,6/10/2023,1330,A ,1/26/2023,56.7,A 
1/23/2023,15.2,A ,5/29/2023,1530,A ,6/10/2023,1320,A ,1/26/2023,56.7,A 
1/23/2023,15.6,A ,5/29/2023,1510,A ,6/10/2023,1320,A ,1/26/2023,55.5,A 
1/23/2023,16.4,A ,5/29/2023,1520,A ,6/10/2023,1320,A ,1/26/2023,55.5,A 
1/23/2023,16.8,A ,5/29/2023,1510,A ,6/10/2023,1340,A ,1/26/2023,54.3,A 
1/23/2023,17.6,A ,5/29/2023,1510,A ,6/10/2023,1330,A ,1/26/2023,55.5,A 
1/23/2023,18.1,A ,5/29/2023,1510,A ,6/10/2023,1330,A ,1/26/2023,54.3,A 
1/23/2023,18.9,A ,5/29/2023,1510,A ,6/10/2023,1340,A ,1/26/2023,54.3,A 
1/23/2023,19.9,A ,5/29/2023,1500,A ,6/10/2023,1330,A ,1/26/2023,53.2,A 
1/23/2023,21.3,A ,5/29/2023,1500,A ,6/10/2023,1340,A ,1/26/2023,53.2,A 
1/23/2023,22.3,A ,5/29/2023,1490,A ,6/10/2023,1340,A ,1/26/2023,52,A 
1/23/2023,23.3,A ,5/29/2023,1490,A ,6/10/2023,1340,A ,1/26/2023,53.2,A 
1/23/2023,24.9,A ,5/29/2023,1480,A ,6/11/2023,1340,A ,1/26/2023,52,A 
1/23/2023,26.6,A ,5/29/2023,1480,A ,6/11/2023,1340,A ,1/26/2023,52,A 
1/23/2023,27.8,A ,5/29/2023,1470,A ,6/11/2023,1340,A ,1/26/2023,52,A 
1/23/2023,29,A ,5/29/2023,1480,A ,6/11/2023,1340,A ,1/26/2023,52,A 
1/23/2023,29,A ,5/29/2023,1470,A ,6/11/2023,1340,A ,1/26/2023,52,A 
1/23/2023,29.6,A ,5/29/2023,1480,A ,6/11/2023,1350,A ,1/27/2023,50.9,A 
1/23/2023,29.6,A ,5/29/2023,1490,A ,6/11/2023,1340,A ,1/27/2023,50.9,A 
1/23/2023,29.6,A ,5/29/2023,1480,A ,6/11/2023,1350,A ,1/27/2023,50.9,A 
1/23/2023,29.6,A ,5/29/2023,1480,A ,6/11/2023,1350,A ,1/27/2023,50.9,A 
1/23/2023,29,A ,5/29/2023,1480,A ,6/11/2023,1350,A ,1/27/2023,49.7,A 
1/23/2023,28.4,A ,5/29/2023,1480,A ,6/11/2023,1360,A ,1/27/2023,49.7,A 
1/23/2023,27.8,A ,5/29/2023,1480,A ,6/11/2023,1360,A ,1/27/2023,49.7,A 
1/23/2023,27.2,A ,5/29/2023,1490,A ,6/11/2023,1360,A ,1/27/2023,48.6,A 
1/23/2023,26.6,A ,5/29/2023,1480,A ,6/11/2023,1370,A ,1/27/2023,48.6,A 
1/23/2023,26,A ,5/29/2023,1490,A ,6/11/2023,1370,A ,1/27/2023,48.6,A 
1/23/2023,26,A ,5/29/2023,1490,A ,6/11/2023,1360,A ,1/27/2023,48.6,A 
1/23/2023,25.5,A ,5/29/2023,1500,A ,6/11/2023,1370,A ,1/27/2023,48.6,A 
1/23/2023,24.9,A ,5/29/2023,1490,A ,6/11/2023,1370,A ,1/27/2023,48.6,A 
1/23/2023,24.9,A ,5/29/2023,1500,A ,6/11/2023,1370,A ,1/27/2023,47.4,A 
1/23/2023,24.4,A ,5/29/2023,1500,A ,6/11/2023,1370,A ,1/27/2023,47.4,A 
1/23/2023,24.4,A ,5/29/2023,1490,A ,6/11/2023,1380,A ,1/27/2023,47.4,A 
1/23/2023,24.4,A ,5/29/2023,1500,A ,6/11/2023,1380,A ,1/27/2023,46.1,A 
1/23/2023,23.8,A ,5/29/2023,1500,A ,6/11/2023,1380,A ,1/27/2023,47.4,A 
1/23/2023,23.8,A ,5/29/2023,1500,A ,6/11/2023,1380,A ,1/27/2023,47.4,A 
1/23/2023,23.8,A ,5/29/2023,1510,A ,6/11/2023,1390,A ,1/27/2023,46.1,A 
1/23/2023,23.8,A ,5/29/2023,1500,A ,6/11/2023,1390,A ,1/27/2023,46.1,A 
1/23/2023,23.3,A ,5/29/2023,1530,A ,6/11/2023,1390,A ,1/27/2023,44.9,A 
1/23/2023,23.3,A ,5/29/2023,1530,A ,6/11/2023,1390,A ,1/27/2023,46.1,A 
1/23/2023,23.3,A ,5/29/2023,1530,A ,6/11/2023,1390,A ,1/27/2023,44.9,A 
1/23/2023,23.3,A ,5/29/2023,1530,A ,6/11/2023,1390,A ,1/27/2023,44.9,A 
1/23/2023,23.3,A ,5/29/2023,1540,A ,6/11/2023,1390,A ,1/27/2023,44.9,A 
1/23/2023,23.3,A ,5/29/2023,1530,A ,6/11/2023,1410,A ,1/27/2023,44.9,A 
1/23/2023,22.8,A ,5/29/2023,1530,A ,6/11/2023,1400,A ,1/27/2023,43.7,A 
1/23/2023,23.3,A ,5/29/2023,1540,A ,6/11/2023,1410,A ,1/27/2023,44.9,A 
1/23/2023,23.3,A ,5/29/2023,1520,A ,6/11/2023,1420,A ,1/27/2023,44.9,A 
1/23/2023,23.3,A ,5/29/2023,1530,A ,6/11/2023,1420,A ,1/27/2023,43.7,A 
1/24/2023,23.8,A ,5/29/2023,1520,A ,6/11/2023,1430,A ,1/27/2023,43.7,A 
1/24/2023,23.8,A ,5/29/2023,1520,A ,6/11/2023,1430,A ,1/27/2023,42.4,A 
1/24/2023,24.4,A ,5/30/2023,1510,A ,6/11/2023,1420,A ,1/27/2023,42.4,A 
1/24/2023,24.4,A ,5/30/2023,1520,A ,6/11/2023,1440,A ,1/27/2023,42.4,A 
1/24/2023,24.9,A ,5/30/2023,1540,A ,6/11/2023,1450,A ,1/27/2023,42.4,A 
1/24/2023,25.5,A ,5/30/2023,1530,A ,6/11/2023,1440,A ,1/27/2023,42.4,A 
1/24/2023,26,A ,5/30/2023,1540,A ,6/11/2023,1450,A ,1/27/2023,42.4,A 
1/24/2023,26.6,A ,5/30/2023,1530,A ,6/11/2023,1450,A ,1/27/2023,42.4,A 
1/24/2023,27.2,A ,5/30/2023,1510,A ,6/11/2023,1450,A ,1/27/2023,41.2,A 
1/24/2023,27.8,A ,5/30/2023,1520,A ,6/11/2023,1470,A ,1/27/2023,41.2,A 
1/24/2023,28.4,A ,5/30/2023,1510,A ,6/11/2023,1470,A ,1/27/2023,40,A 
1/24/2023,29,A ,5/30/2023,1510,A ,6/11/2023,1480,A ,1/27/2023,41.2,A 
1/24/2023,29.6,A ,5/30/2023,1500,A ,6/11/2023,1490,A ,1/27/2023,40,A 
