ReadMe File,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,10,,,,,15,,,,,
Date,ME_SWE,ME_SDep,ME_P,ME_Tavg,ME_Tmax,ME_Tmin,ME_SDen,ME_PSadj,ME_SPratio,ME_WDir,ME_WSavg,ME_WSmax,ME_SolRad,ME_flag,SLM_SDep,SLM_P,SLM_Tavg,SLM_Tmax,SLM_Tmin,SLM_WDir,SLM_WSavg,SLM_WSmax,SLM_SolRad,SLM_flag,UTR_SWE,UTR_SDep,UTR_P,UTR_Tavg,UTR_Tmax,UTR_Tmin,UTR_ SMmin,UTR_SMmid,UTR_SMmax,UTR_STmin,UTR_STmid,UTR_STmax,UTR_SDen,UTR_P_Sadj,UTR_SPratio,UTR_WDir,UTR_WSavg,UTR_WSmax,UTR_SolRad,UTR_flag
4/8/2023,32,80,0,32,37,27,40,0,nan,349,2.1,10.4,307.7,9,59,0,30,38,22,187,1.2,3.9,224.2,,22.2,75,nan,20,33,8,10,6.1,8.1,31,32,32,29.6,nan,nan,nan,nan,nan,224.7,"3,14,15,16,17,18"
4/9/2023,32,79,0.7,33,38,28,40.5,0.7,86,104,6.4,25.5,164.9,,58,0.2,34,42,28,188,1.1,10.6,122.9,,22.2,74,nan,26,36,17,10,6.1,8.2,31,32,32,30,nan,nan,nan,nan,nan,140.7,"3,14,15,16,17,18"
4/10/2023,32.6,81,0.3,27,33,23,40.2,0.3,33,91,4.6,18.8,249,,59,0,33,39,25,201,1.1,9.7,159.4,,22.3,75,nan,26,34,19,10,6.3,7.9,31,32,32,29.7,nan,nan,nan,nan,nan,212.8,"3,14,15,16,17,18"
4/11/2023,32.7,81,0.1,27,32,25,40.4,0.1,100,96,3.9,15.8,143.6,,58,0.1,29,34,23,210,0.6,4.8,121.6,,22.3,74,nan,27,34,23,10,6.1,7.9,31,32,32,30.1,nan,nan,nan,nan,nan,227.9,"3,14,15,16,17,18"
4/12/2023,32.8,83,0.5,29,34,26,39.5,0.7,140,111,2.3,15,159.1,,61,0.3,30,35,27,218,0.4,4.1,65.58,,22.4,73,nan,29,36,24,10.4,6.2,8.1,31,32,31,30.7,nan,nan,nan,nan,nan,190.4,"3,14,15,16,17,18"
4/13/2023,33.5,85,0,30,36,27,39.4,0.1,nan,104,4.1,13.5,267.7,9,62,0,32,40,25,184,1.1,6.5,174.1,,22.4,73,nan,30,37,23,10,6.2,7.8,31,32,32,30.7,nan,nan,nan,nan,nan,221.9,"3,14,15,16,17,18"
4/14/2023,33.6,82,0.8,30,33,29,41,1.1,138,97,4.8,19.3,120.8,,60,0.2,34,37,26,171,0.6,8.4,31.79,,22.4,72,nan,28,35,16,10,6.2,7.7,31,32,32,31.1,nan,nan,nan,nan,nan,100.6,"3,14,15,16,17,18"
4/15/2023,34.7,87,0,37,49,29,39.9,0,nan,53,2.2,20,252.4,9,63,0,36,46,25,192,1.1,4.7,180.6,,22.6,73,nan,27,41,12,10,6.2,7.5,31,32,32,31,nan,nan,nan,nan,nan,210.8,"3,14,15,16,17,18"
4/16/2023,34.7,84,0,37,43,33,41.3,0,nan,353,4.1,14.6,327,9,61,0,37,46,29,187,1.4,4.8,218.9,,22.6,72,nan,29,40,15,10,6.2,7.7,31,32,32,31.4,nan,nan,nan,nan,nan,215.5,"3,14,15,16,17,18"
4/17/2023,34.7,83,0,38,44,32,41.8,0,nan,324,2.5,10,362.5,9,60,0,40,49,34,177,1.4,12.1,268.5,,22.6,72,nan,33,40,22,10,6.2,7.4,31,32,32,31.4,nan,nan,nan,nan,nan,270.9,"3,14,15,16,17,18"
4/18/2023,34.6,82,0,39,48,33,42.2,0,nan,26,2.7,10.7,335,9,58,0,40,49,33,175,2.2,12.5,276.9,,22.6,71,nan,33,40,18,9.9,6.2,7.4,31,32,32,31.8,nan,nan,nan,nan,nan,256.5,"3,14,15,16,17,18"
4/19/2023,34.3,80,0,40,48,32,42.9,0,nan,342,1.9,9.2,359.6,9,57,0,38,48,28,188,1.3,10.8,276.2,,22.6,70,nan,26,40,10,10.3,6.2,7.2,31,32,32,32.3,nan,nan,nan,nan,nan,262.8,"3,14,15,16,17,18"
4/20/2023,34.1,79,0,43,50,38,43.2,0,nan,335,2.7,12.2,389.5,9,56,0,39,49,32,189,1.4,5.4,289.7,,22.6,70,nan,29,44,14,10.1,6.2,7.2,31,32,31,32.3,nan,nan,nan,nan,nan,272.1,"3,14,15,16,17,18"
4/21/2023,33.9,77,0,46,52,39,44,0,nan,300,1.8,7.5,397,9,54,0,41,53,35,190,1.5,5.3,295.3,,22.6,69,nan,31,44,15,10.4,6.2,7.3,31,32,32,32.8,nan,nan,nan,nan,nan,279.7,"3,14,15,16,17,18"
4/22/2023,33.6,76,0,40,43,36,44.2,0,nan,317,2.2,11.3,226.8,9,52,0,39,47,34,186,1.2,7.4,211.1,,22.6,68,nan,33,42,23,10.1,6.2,6.9,31,32,32,33.2,nan,nan,nan,nan,nan,188.8,"3,14,15,16,17,18"
4/23/2023,33.3,75,0.1,38,44,33,44.4,0.1,0,82,2,11.1,200.4,,52,0.1,38,43,34,168,2.7,15.9,238.4,,22.6,70,nan,30,34,26,10.4,6.2,7.3,31,32,32,32.3,nan,nan,nan,nan,nan,202.8,"3,14,15,16,17,18"
4/24/2023,33.1,75,0,36,46,32,44.1,0,nan,81,2.3,12.4,259.9,9,50,0,38,46,35,163,1.7,15.4,204.8,,22.6,68,nan,28,33,23,10.6,5.8,7.1,31,32,32,33.2,nan,nan,nan,nan,nan,213.6,"3,14,15,16,17,18"
4/25/2023,32.6,73,0.1,33,34,30,44.7,0.1,0,108,5.8,19.6,101.7,,50,0.1,35,39,30,189,0.4,3.6,116.6,,22.6,67,nan,32,41,21,10.6,6.5,6.7,31,32,32,33.7,nan,nan,nan,nan,nan,201.2,"3,14,15,16,17,18"
4/26/2023,32.6,74,0.3,33,39,29,44.1,0.4,133,102,4,19.1,161.7,,50,0.1,34,42,29,197,0.6,8.3,150.3,,22.7,66,nan,33,40,26,10.9,6.3,7.1,31,32,32,34.4,nan,nan,nan,nan,nan,220.8,"3,14,15,16,17,18"
4/27/2023,33,75,0.4,35,41,30,44,0.4,0,102,4,21.6,168.3,,49,0.1,37,47,32,199,0.7,5.5,179.3,,22.9,66,nan,35,42,29,10.9,6.1,6.8,31,32,32,34.7,nan,nan,nan,nan,nan,241.4,"3,14,15,16,17,18"
4/28/2023,33,73,0.6,33,34,30,45.2,0.6,100,102,4.5,16.9,89.9,,48,0.6,34,36,32,187,0.3,3.3,85,,22.9,65,0.1,35,39,29,10.8,6.5,6.8,31,32,32,35.2,0.1,0,nan,nan,nan,180.4,"16,17,18"
4/29/2023,33.6,76,1.9,35,38,32,44.2,1.9,21,64,2,10.9,56.58,,48,0.5,34,38,30,183,0.5,5.1,72.4,,22.6,64,0.2,33,39,28,11,6.3,7,31,32,32,35.3,0.2,0,nan,nan,nan,161,"16,17,18"
4/30/2023,34,75,0.2,35,41,32,45.3,0.2,0,109,3.3,17.3,154.1,,48,0,37,48,33,194,0.6,4,213.7,,22.6,65,0.1,36,43,31,11.2,6.3,6.6,31,32,32,34.8,0.1,0,nan,nan,nan,274.3,"16,17,18"
5/1/2023,32.8,73,0.4,33,35,32,44.9,0.4,25,110,8.1,24.8,108.9,,46,0.5,34,37,32,195,0.5,4,94.2,,22.6,63,0,36,41,32,11.1,6.4,6.6,31,32,32,35.9,0,nan,nan,nan,nan,157.9,"15,16,17,18"
5/2/2023,32.9,72,0.1,33,42,29,45.7,0.1,0,113,2.7,14.8,276.1,,46,0,35,44,26,196,0.5,4.6,250.9,,22.6,61,0,34,41,27,11.3,6.6,6.6,31,32,32,37,0,nan,nan,nan,nan,271.8,"15,16,17,18"
5/3/2023,32.8,73,0.4,32,34,30,44.9,0.4,100,109,6,18.2,90.5,,45,0.3,34,37,33,203,0.6,5,88.5,,22.5,61,0,34,40,28,11.2,6.8,6.6,31,32,32,36.9,0,nan,nan,nan,nan,198.1,"15,16,17,18"
5/4/2023,33.2,73,0.1,33,41,29,45.5,0.2,200,96,2.3,15,155.9,,45,0,37,49,33,195,0.8,4.2,248.5,,22.5,60,0,34,41,27,11.5,6.8,6.6,31,32,32,37.5,0,nan,nan,nan,nan,246,"15,16,17,18"
5/5/2023,33.4,74,0,37,41,32,45.1,0,nan,338,3.6,12.8,364.4,9,43,0,38,50,30,193,1.1,6,271.4,,22.5,58,0,33,43,20,11.6,7.5,6.8,31,32,32,38.8,0,nan,nan,nan,nan,284,"15,16,17,18"
5/6/2023,33.1,73,0,38,43,35,45.3,0,nan,44,1.8,10.3,254.5,9,42,0,38,47,32,192,1.1,3.9,212,,22.4,59,0,37,45,28,12.2,8.5,7.1,31,32,32,38,0,nan,nan,nan,nan,304.8,"15,16,17,18"
5/7/2023,32.8,72,0.1,36,41,34,45.6,0.1,0,101,3.3,12.7,171.9,,41,0,37,44,32,186,1.2,3.7,198.4,,22.3,58,0,35,43,23,12.4,9.9,6.9,31,32,32,38.4,0,nan,nan,nan,nan,287.1,"15,16,17,18"
5/8/2023,32.6,71,0.4,34,39,32,45.9,0.4,50,108,5.2,19.9,142.2,,40,0.1,37,44,33,199,1.2,7.8,192.8,,22.2,57,0,36,42,31,13.1,11.3,7.3,31,32,32,38.9,0,nan,nan,nan,nan,290.3,"15,16,17,18"
5/9/2023,32.8,72,0.5,35,38,32,45.6,0.5,0,110,6.6,25.5,77.76,,39,0.2,36,39,33,179,1,3.5,140.1,,22.2,55,0,37,42,33,16.3,12.5,7.9,31,32,32,40.4,0,nan,nan,nan,nan,244,"15,16,17,18"
5/10/2023,32.7,71,0.4,40,43,37,46.1,0.4,0,106,10.2,30.1,106.7,,38,0,39,44,35,186,1.3,4.3,154.1,,22,54,0,41,50,32,21.8,13.7,9.6,31,32,32,40.7,0,nan,nan,nan,nan,195.7,"15,16,17,18"
5/11/2023,31,66,0.8,39,42,37,47,0.8,0,96,4,18.9,113.4,,37,0,41,51,37,189,1.5,6,222.1,,21.7,53,0,41,50,33,24.3,14.4,14.2,31,32,32,40.9,0,nan,nan,nan,nan,267.8,"15,16,17,18"
5/12/2023,29.4,64,0.4,41,47,38,45.9,0.4,0,94,3.5,19.1,145.8,,34,0,42,50,37,193,1.5,4.7,265.8,,21.2,51,0,42,51,33,26.8,15.5,21.3,31,32,32,41.6,0,nan,nan,nan,nan,263.2,"15,16,17,18"
5/13/2023,28.1,61,0.4,40,44,38,46.1,0.4,0,105,2.9,21.7,136.5,,33,0,42,53,37,196,1.5,4.8,274.6,,20.8,50,0,42,49,32,27.7,15.9,24.8,31,32,32,41.6,0,nan,nan,nan,nan,360.1,"15,16,17,18"
5/14/2023,27,59,0.6,40,42,37,45.8,0.6,0,107,2.8,12.7,83.6,,31,0.1,40,47,37,193,1.4,5.4,166.4,,20.1,48,0,40,49,30,28.8,17.1,26.3,31,32,32,41.9,0,nan,nan,nan,nan,233.5,"15,16,17,18"
5/15/2023,26.1,57,0,42,51,36,45.8,0,nan,321,2.4,9,399.1,9,29,0,42,54,37,192,1.5,5.3,342.8,,19.6,47,0,43,52,35,28.9,17.3,26,31,32,32,41.7,0,nan,nan,nan,nan,347.2,"15,16,17,18"
5/16/2023,24.9,55,0.1,44,48,39,45.3,0.1,0,56,1.5,13.7,117.9,,27,0.2,40,43,37,185,1.7,4.7,108.3,,18.9,45,0.1,41,49,33,29.8,17.6,26.5,31,32,32,42,0.1,0,nan,nan,nan,173.7,"16,17,18"
5/17/2023,24.3,54,0,42,53,38,45,0,nan,349,5.4,16.7,441,9,26,0,43,55,35,209,1.6,5.8,377.4,,18.4,44,0,43,54,29,30.2,18,26.5,31,32,32,41.8,0,nan,nan,nan,nan,366.6,"15,16,17,18"
5/18/2023,22.8,51,0,58,70,41,44.7,0,nan,351,1.6,14.3,465.6,9,23,0,50,62,37,188,2.3,7.8,362.6,,17.4,42,0,44,57,28,30.6,18.4,26.8,31,32,32,41.4,0,nan,nan,nan,nan,356.8,"15,16,17,18"
5/19/2023,21.5,48,0.5,51,65,43,44.8,0.5,0,100,5.8,28.4,83.2,,20,0.1,44,50,39,190,2.1,6.1,89.7,,16.7,40,0,42,52,32,30.8,18.5,26.9,31,32,32,41.8,0,nan,nan,nan,nan,134.7,"15,16,17,18"
5/20/2023,19.7,43,0.7,41,43,38,45.8,0.7,0,112,3.3,14.2,106.8,,19,0.1,42,50,38,199,1.5,7.9,144.3,,16.1,39,0,43,51,37,31,18.8,26.7,31,32,32,41.3,0,nan,nan,nan,nan,249.7,"15,16,17,18"
5/21/2023,18.4,42,0.1,39,44,37,43.8,0.1,0,299,1.9,9.4,158.8,,17,0,43,51,38,216,1.5,8.9,226,,15.1,37,0,41,47,36,31.9,19.3,27.3,31,32,32,40.8,0,nan,nan,nan,nan,311.8,"15,16,17,18"
5/22/2023,17.7,40,0,40,43,36,44.2,0,nan,112,1.9,10.2,200.9,9,15,0,42,50,37,206,1.5,6,227.7,,14,35,0,41,49,34,32,19.6,27.3,31,32,32,40,0,nan,nan,nan,nan,293.4,"15,16,17,18"
5/23/2023,17.3,40,0.2,40,42,37,43.2,0.2,0,108,3.2,13.3,150.5,,12,0.1,42,50,36,211,1.2,3.9,234.4,,13.2,33,0,42,48,37,31.8,19.6,27.2,31,32,32,40,0,nan,nan,nan,nan,272,"15,16,17,18"
5/24/2023,16.4,37,0.5,41,43,38,44.3,0.5,0,101,4,18.3,97.9,,9,0.2,40,46,37,188,1.1,3.5,114.9,,12.3,32,0.1,42,50,35,32.4,20,27.3,31,32,32,38.4,0.1,0,nan,nan,nan,164.3,"16,17,18"
5/25/2023,15.2,34,1.2,44,47,41,44.7,1.2,0,105,6.9,26.6,65.3,,8,0.3,41,47,38,188,1.4,4.9,101.8,,11.5,30,0.2,42,52,36,32.4,20.2,27.3,31,32,32,38.3,0.2,0,nan,nan,nan,140,"16,17,18"
5/26/2023,13.2,30,0.6,37,42,36,44,0.6,0,107,8.3,21.5,96.8,,7,0.4,40,47,36,201,1.3,9.4,94.2,,10.9,29,0,44,51,38,32.8,20.4,27.3,31,32,32,37.6,0,nan,nan,nan,nan,193.3,"15,16,17,18"
5/27/2023,11.9,28,0.7,39,41,37,42.5,0.7,0,104,8.2,27.3,127.7,,6,0.1,40,44,36,188,1,3.5,112.4,,10,27,0,41,46,34,32.8,20.7,27.3,31,32,32,37,0,nan,nan,nan,nan,143.2,"15,16,17,18"
5/28/2023,10.7,24,0.2,40,42,36,44.6,0.2,0,104,6.4,22.6,105.4,,4,0,42,50,37,198,1.1,5.5,157.5,,9.5,26,0,44,53,35,32.8,20.7,27.2,31,32,32,36.5,0,nan,nan,nan,nan,254.4,"15,16,17,18"
5/29/2023,9.5,22,0.3,37,39,35,43.2,0.3,0,109,4.7,16.2,111.3,,3,0,41,47,37,231,1.2,7.8,157.2,,8.4,24,0,41,47,36,33.3,21.1,27.4,31,32,32,35,0,nan,nan,nan,nan,208.9,"15,16,17,18"
5/30/2023,8.9,20,0,38,41,35,44.5,0,nan,302,1.1,7,151.6,9,1,0.1,40,44,36,234,1,5.1,151.9,,7.6,22,0,39,42,36,33.7,21.5,27.4,31,32,32,34.5,0,nan,nan,nan,nan,184.2,"15,16,17,18"
5/31/2023,8.6,20,0,39,42,36,43,0,nan,101,1,6.2,179.6,9,0,0,40,46,37,209,0.7,5.2,121.2,,6.6,21,0,40,45,36,34.1,21.8,27.5,31,32,32,31.4,0,nan,nan,nan,nan,218.7,"15,16,17,18"
6/1/2023,8.3,18,0,41,48,37,46.1,0,nan,94,0.9,6.4,220.4,9,0,0,41,46,37,217,0.9,4.9,121.8,,5.4,19,0,41,46,36,34.1,22.2,27.4,31,32,32,28.4,0,nan,nan,nan,nan,229.9,"15,16,17,18"
6/2/2023,7.8,17,0,44,50,39,45.9,0,nan,312,1.8,8,367.3,9,0,0,42,49,37,198,1.2,6.5,154.7,,4.1,17,0,44,48,40,34.3,22.4,27.5,31,32,32,24.1,0,nan,nan,nan,nan,206.9,"15,16,17,18"
6/3/2023,7.2,16,0,46,51,39,45,0,nan,303,2.5,11,488.9,9,0,0,47,55,39,234,1.6,7.8,274,,3.2,14,0,46,56,32,34.1,22.6,27.4,31,32,32,22.9,0,nan,nan,nan,nan,322.6,"15,16,17,18"
6/4/2023,6.2,13,0,47,53,41,47.7,0,nan,315,4.6,13.7,500.8,9,0,0,49,59,40,239,1.8,7.4,380.8,,1.9,11,0,49,60,37,33.3,22.4,27,31,32,32,17.3,0,nan,nan,nan,nan,369.8,"15,16,17,18"
6/5/2023,4.9,9,0.4,48,56,42,54.4,0.4,0,106,3.9,14,484.2,,0,0,50,60,39,259,2,11,403.3,,0.7,6,0,50,64,31,34.1,22.2,26.6,31,32,32,nan,0,nan,nan,nan,nan,373.3,"13,15,16,17,18"
6/6/2023,3,5,0,46,50,42,60,0,nan,108,3.7,14.6,136.8,9,0,0.1,47,52,42,225,1.1,4.4,143.6,,0,0,0,49,54,41,36.1,22.4,26.3,32,32,32,nan,0,nan,nan,nan,nan,210.9,"13,15,16,17,18"
6/7/2023,1.9,4,0.8,46,50,42,47.5,0.8,0,104,3.3,21,136.9,,0,0.1,47,52,40,212,1.3,6.4,156.5,,0,0,0.1,49,57,39,35.5,22.2,26.1,32,32,32,nan,0.1,0,nan,nan,nan,207.1,"13,16,17,18"
6/8/2023,1,2,1.3,47,50,43,50,1.3,0,104,6.8,23.2,101.1,,0,0.4,46,51,41,192,1.1,5.3,112,,0,0,0.1,50,62,41,34.3,22.3,26,34,32,32,nan,0.1,0,nan,nan,nan,219.1,"13,16,17,18"
6/9/2023,0.4,1,0.6,43,46,42,nan,0.6,0,110,3.8,13.3,123.6,7,0,0.1,46,52,41,226,1.2,7.6,164,,0,0,0,49,58,44,32.6,22.6,26.1,35,32,32,nan,0,nan,nan,nan,nan,256.3,"13,15,16,17,18"
6/10/2023,0,0,1,42,44,41,nan,1,0,106,4.5,15.6,127,7,0,0.1,46,50,40,226,1.1,6.6,160,,0,0,0.1,47,58,41,31,23.8,25.8,37,34,32,nan,0.1,0,nan,nan,nan,237.6,"13,16,17,18"
6/11/2023,0,0,1.3,41,43,40,nan,1.3,0,109,8.7,30.1,110.4,7,0,0.7,42,46,40,196,0.8,4.4,92.3,,0,0,0,47,54,41,30,22.7,25.5,38,36,33,nan,0,nan,nan,nan,nan,156.9,"13,15,16,17,18"
6/12/2023,0,0,1,39,41,38,nan,1,0,107,5.6,19.4,86.8,7,0,0.4,42,46,38,249,0.6,5.3,127.4,,0,0,0.2,42,47,36,29.4,22,25,38,36,33,nan,0.2,0,nan,nan,nan,104.2,"13,16,17,18"
6/13/2023,0,0,0.1,42,49,38,nan,0.1,0,70,2.3,10.5,306.6,7,0,0.1,43,53,37,274,1,7.3,219.1,,0,0,0.1,44,52,36,30.4,21.7,24.9,37,36,34,nan,0.1,0,nan,nan,nan,350.5,"13,16,17,18"
6/14/2023,0,0,0.1,41,46,39,nan,0.1,0,104,2.7,12,147.6,7,0,0,46,55,39,260,1,6.2,235.8,,0,0,0,45,55,37,30.2,22.2,25.3,39,37,34,nan,0,nan,nan,nan,nan,253.9,"13,15,16,17,18"
6/15/2023,0,0,0.2,41,46,39,nan,0.2,0,77,3.2,21.5,146.2,7,0,0,44,52,39,224,0.8,3.3,168.4,,0,0,0,45,51,37,29.3,21.9,24.9,39,38,35,nan,0,nan,nan,nan,nan,147.3,"13,15,16,17,18"
6/16/2023,0,0,0.1,46,52,41,nan,0.1,0,337,3,11.4,279.9,7,0,0,49,59,40,282,1,8.9,246.8,,0,0,0.1,49,60,40,28.6,21.3,24.5,39,38,35,nan,0.1,0,nan,nan,nan,241.7,"13,16,17,18"
6/17/2023,0,0,0,48,53,43,nan,0,nan,310,3.4,12.5,291.6,"7, 9",0,0,50,60,42,249,1.2,6.3,207.1,,0,0,0,50,58,40,28.8,20.9,24.2,41,39,35,nan,0,nan,nan,nan,nan,307.9,"13,15,16,17,18"
6/18/2023,0,0,0,59,67,47,nan,0,nan,322,5.4,18.5,517.3,"7, 9",0,0,59,75,42,214,1.5,6.3,406.2,,0,0,0,59,74,40,28,20.4,24,42,40,36,nan,0,nan,nan,nan,nan,346.7,"13,15,16,17,18"
6/19/2023,0,0,0,63,69,56,nan,0,nan,210,1.3,7.1,488.8,"7, 9",0,0,60,71,48,222,1.8,9.9,364.6,,0,0,0,59,75,40,27.1,19.9,23.4,44,41,37,nan,0,nan,nan,nan,nan,325.7,"13,15,16,17,18"
6/20/2023,0,0,0.3,54,59,51,nan,0.3,0,105,1.3,8,163,7,0,0.1,53,58,49,214,0.7,3.9,119.6,,0,0,0,56,63,48,26,19.4,23,45,42,37,nan,0,nan,nan,nan,nan,141.8,"13,15,16,17,18"
6/21/2023,0,0,0.5,51,54,50,nan,0.5,0,108,4.6,16,92.8,7,0,0.3,52,56,48,241,0.5,3.3,113,,0,0,0.1,54,61,48,25.5,18.6,22.4,44,42,38,nan,0.1,0,nan,nan,nan,127.6,"13,16,17,18"
6/22/2023,0,0,1,51,52,50,nan,1,0,106,4.5,13.3,71.19,7,0,0.6,51,53,48,278,0.4,3.3,97.3,,0,0,0.2,53,60,48,24.9,18.4,21.8,44,42,38,nan,0.2,0,nan,nan,nan,140.3,"13,16,17,18"
6/23/2023,0,0,0,53,60,51,nan,0,nan,116,1.3,6.1,220.3,"7, 9",0,,54,62,49,13,0.5,4.3,231.1,,0,0,0,57,69,49,27.3,18.6,22.1,44,42,39,nan,0,nan,nan,nan,nan,244.6,"13,15,16,17,18"
6/24/2023,0,0,1.2,52,55,48,nan,1.2,0,106,5.1,20.4,118.8,7,0,0.2,53,59,50,285,0.5,4.2,156,,0,0,0,56,66,48,25.9,18.5,21.8,46,43,39,nan,0,nan,nan,nan,nan,232.7,"13,15,16,17,18"
6/25/2023,0,0,1.3,48,49,47,nan,1.3,0,108,7.8,22,103.8,7,0,0.8,50,54,48,326,0.3,4.2,96.9,,0,0,0.1,53,58,48,24.9,18.1,21.3,46,43,40,nan,0.1,0,nan,nan,nan,189.6,"13,16,17,18"
6/26/2023,0,0,0.5,48,50,46,nan,0.5,0,121,2.3,10.5,108.6,7,0,0.3,50,54,47,353,0.3,3.9,144.3,,0,0,0,51,58,46,24.3,17.3,20.8,45,43,40,nan,0,nan,nan,nan,nan,125.4,"13,15,16,17,18"
6/27/2023,0,0,0.2,49,52,44,nan,0.2,0,100,2,10.1,180.1,7,0,,50,55,47,27,0.3,3.5,154.4,,0,0,0,52,59,46,23.8,17,20.5,44,43,40,nan,0,nan,nan,nan,nan,159.6,"13,15,16,17,18"
6/28/2023,0,0,2.3,50,52,49,nan,2.3,0,104,5.3,16.7,67.6,7,0,0.2,51,56,48,267,0.4,3.4,132.9,,0,0,0.2,54,64,45,23,16.7,20,44,43,40,nan,0.2,0,nan,nan,nan,183.8,"13,16,17,18"
6/29/2023,0,0,1.2,48,50,46,nan,1.2,0,106,5.9,20.6,85.8,7,0,0.3,52,55,48,342,0.3,4.4,138.3,,0,0,0,53,62,45,23.5,16.2,19.6,46,43,40,nan,0,nan,nan,nan,nan,187.2,"13,15,16,17,18"
6/30/2023,0,0,0.1,48,53,46,nan,0.1,0,70,1.8,9.6,201.5,7,0,0,51,56,46,321,0.4,4.2,192.1,,0,0,0,50,58,42,22.6,16,19.1,45,44,41,nan,0,nan,nan,nan,nan,159.4,"13,15,16,17,18"
7/1/2023,0,0,0.1,48,51,46,nan,0.1,0,350,2.7,9.6,108.9,7,0,0,52,56,48,324,0.4,3.2,142.3,,0,0,0,51,58,46,22.1,15.6,18.7,44,43,41,nan,0,nan,nan,nan,nan,151.8,"13,15,16,17,18"
7/2/2023,0,0,0,49,55,47,nan,0,nan,108,4.6,15.6,171.4,"7, 9",0,0,53,61,49,354,0.6,7,232.7,,0,0,0,54,63,47,21.6,15.2,18.2,44,43,41,nan,0,nan,nan,nan,nan,211.8,"13,15,16,17,18"
7/3/2023,0,0,1.4,48,50,46,nan,1.4,0,107,6.9,20.5,79.24,7,0,0.4,51,55,49,314,0.4,5,113.3,,0,0,0.1,53,61,47,20.5,14.7,17.6,45,44,41,nan,0.1,0,nan,nan,nan,153.8,"13,16,17,18"
7/4/2023,0,0,0.1,47,51,43,nan,0.1,0,150,1.6,8.1,186.3,7,0,0.3,50,52,48,326,0.4,6.3,138.8,,0,0,0,50,57,45,20.7,14.3,17.2,46,44,41,nan,0,nan,nan,nan,nan,177.9,"13,15,16,17,18"
7/5/2023,0,0,0,50,55,44,nan,0,nan,314,3.7,10.4,396.2,"7, 9",0,0,52,61,44,326,0.8,8.9,282.7,,0,0,0,54,65,41,20.2,13.9,16.7,45,44,42,nan,0,nan,nan,nan,nan,316.3,"13,15,16,17,18"
7/6/2023,0,0,0,54,61,48,nan,0,nan,101,2.4,11.6,152,"7, 9",0,0.1,52,54,49,288,0.3,3.6,92.6,,0,0,0.1,58,66,51,18.9,13.1,15.7,46,44,42,nan,0.1,0,nan,nan,nan,102.8,"13,16,17,18"
7/7/2023,0,0,0.1,51,59,44,nan,0.1,0,118,2.8,10.9,167.4,7,0,0.1,53,59,48,22,0.5,6.2,159,,0,0,0,59,68,48,18.7,13,15.6,47,45,42,nan,0,nan,nan,nan,nan,299.5,"13,15,16,17,18"
7/8/2023,0,0,0,48,54,43,nan,0,nan,297,2.3,10.9,234,"7, 9",0,0,52,59,46,352,0.8,9,313.6,,0,0,0,52,64,42,17.6,12.3,14.3,48,46,43,nan,0,nan,nan,nan,nan,332,"13,15,16,17,18"
7/9/2023,0,0,0,48,54,44,nan,0,nan,287,1.8,8.4,153.2,"7, 9",0,0,53,60,49,344,1,10.7,337.7,,0,0,0,54,68,41,16.7,11.5,13.5,47,46,43,nan,0,nan,nan,nan,nan,322.6,"13,15,16,17,18"
7/10/2023,0,0,0,47,50,44,nan,0,nan,146,1.1,6,108.1,"7, 9",0,0.2,51,54,49,350,0.5,6.8,133.4,,0,0,0,52,60,46,15.8,10.8,12.4,47,46,43,nan,0,nan,nan,nan,nan,183.6,"13,15,16,17,18"
7/11/2023,0,0,0.2,49,51,47,nan,0.2,0,110,2.4,9.9,130.2,7,0,0,52,56,49,4,0.4,4.3,170.9,,0,0,0,54,64,47,15.1,9.9,11.8,46,46,43,nan,0,nan,nan,nan,nan,245.8,"13,15,16,17,18"
7/12/2023,0,0,0,50,52,48,nan,0,nan,278,1.5,7,93,"7, 9",0,0,53,58,51,347,0.2,2.6,115.3,,0,0,0,53,60,48,14.7,9.6,10.9,47,46,43,nan,0,nan,nan,nan,nan,113.6,"13,15,16,17,18"
7/13/2023,0,0,0.1,50,52,49,nan,0.1,0,98,2.3,9.9,81.2,7,0,0,54,59,51,353,0.3,4,132.5,,0,0,0,54,62,50,14.3,9.2,10.7,47,46,44,nan,0,nan,nan,nan,nan,168,"13,15,16,17,18"
7/14/2023,0,0,0,52,56,49,nan,0,nan,146,1.1,5.1,145.4,"7, 9",0,0,54,59,51,344,0.3,3.2,117.1,,0,0,0,56,65,50,14,8.7,10.4,48,46,44,nan,0,nan,nan,nan,nan,252.8,"13,15,16,17,18"
7/15/2023,0,0,0,52,55,49,nan,0,nan,107,1.5,7.3,112.9,"7, 9",0,0.3,52,54,51,330,0.1,2.7,68.14,,0,0,0,53,57,51,13,8.1,9.4,48,47,44,nan,0,nan,nan,nan,nan,62.19,"13,15,16,17,18"
7/16/2023,0,0,1.3,51,51,50,nan,1.3,0,105,5.2,14.5,42.19,7,0,1,52,53,51,342,0,1.8,68.24,,0,0,0.2,53,58,49,12.8,7.6,9.1,47,46,44,nan,0.2,0,nan,nan,nan,88.8,"13,16,17,18"
